title,price,savings_per,product_link
Niren Enterprise Snowy Owl Floral Printed kitkat Baby Frock for Kid Girls,458,-77%,https://www.amazon.in/Niren-Enterprise-Floral-Printed-OWL/dp/B0C3M98X2H/ref=sr_1_95?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-95
Bold N Elegant - Be Bold Inside & Elegant Outside Baby Girl's Cotton T-Shirt And Shorts Clothing Set,759,-62%,https://www.amazon.in/Bold-Elegant-Cartoon-Embellished-Clothing/dp/B0B1TCL4JK/ref=sr_1_94?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-94
OMLI Baby Girl Clothes Outfits Short Top/Shirt Sets Skirt Cute Summer Clothes Bow Attached Solid Dress for Baby Girls,448,-70%,https://www.amazon.in/OMLI-Clothes-Outfits-Summer-Coffee/dp/B0C435DJBN/ref=sr_1_93?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-93
POSHIKHA Baby Girls Midi/Knee Length Party Dress,449,-72%,https://www.amazon.in/POSHIKHA-Girls-Length-6-12Month-Maroon/dp/B0CDLX6BTH/ref=sr_1_92?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-92
Timatim Baby Girl’s Dress Knee-Length Fit & Flare Sleeveless Dress,499,-50%,https://www.amazon.in/Timatim-Girls-Knee-Length-Sleeveless-Months/dp/B0CS5ZWP2W/ref=sr_1_91?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-91
BUMZEE Yellow Girls Sleeveless Frock (Peb9176),359,-56%,https://www.amazon.in/BUMZEE-Yellow-Girls-Sleeveless-Frock/dp/B0CTTNDKYK/ref=sr_1_90?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-90
NammaBaby Baby Girls' A-Line Mini Frock Dress,429,-79%,https://www.amazon.in/NammaBaby-Premium-Hosiery-Cotton-Dresses/dp/B09VS7YYS8/ref=sr_1_89?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-89
Buy & Try Girl's Lycra Printed Full Sleeve Short Frock Dress,499,-79%,https://www.amazon.in/Buy-Try-Girls-Printed-Sleeve/dp/B0CRWMDV2S/ref=sr_1_87?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-87
Hopscotch Baby Girls Polyester Stripe Print Blouse And Shorts Set in Multi Color,781,-38%,https://www.amazon.in/Hopscotch-Cotton-Floral-Shoulder-Yc-3055614/dp/B08FBMXMS1/ref=sr_1_88?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-88
Hopscotch Girls Maroon Cotton Solid Romper With Headband,527,-56%,https://www.amazon.in/Hopscotch-Spandex-Sleeves-Rompers-Mfn-3156301/dp/B08HX1652H/ref=sr_1_86?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-86
YUV Infant Baby Girl's 100% Cotton Printed Multicolor Regular Fir T-Shirts (Pack of 5) - 0 to 24 Months,499,-65%,https://www.amazon.in/YUV-Printed-Multicolor-Regular-T-Shirts/dp/B0CXTJZDXC/ref=sr_1_84?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-84
superminis Baby Girl's Sleeveless Printed Cotton Regular Fit Camisole Slips - Pack of 6,499,-64%,https://www.amazon.in/Superminis-Sleevless-Printed-Camisole-Multicolor/dp/B07QTBSND6/ref=sr_1_83?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-83
"Baby Boys & Baby Girl Kids Casual Dress Cotton printed Vest T-shirt Top and Bottom Shorts, Multicolor Combo Pack of 6",387,-61%,https://www.amazon.in/Casual-Cotton-printed-T-shirt-Multicolor/dp/B0CV1XTDV9/ref=sr_1_82?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-82
LuvLap Girls Baby and Toddler Top Set,479,-11%,https://www.amazon.in/LuvLap-Infants-Toddlers-Multicolour-Clothing/dp/B0CX556ZP3/ref=sr_1_81?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-81
LuvLap Girls Frock,199,-39%,https://www.amazon.in/Luvlap-Baby-Girls-Cotton-Standard-902146_Multicolor_6/dp/B0C93PYXKZ/ref=sr_1_80?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-80
Kidbea Unisex Baby Jhablas2pcset,533,-41%,https://www.amazon.in/Kidbea-Mulmul-Cotton-Jhabla-Months/dp/B0CG9BDRKC/ref=sr_1_79?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-79
EIO® 100% Cotton Rompers Sleepsuits Jumpsuit Night Suits for Infants Newborn Baby Boys & Girls Pack of 3,599,-60%,https://www.amazon.in/Rompers-Sleepsuits-Jumpsuit-Infants-Newborn/dp/B07ZFPH6FK/ref=sr_1_78?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-78
FANY Clothing Set for Baby Girl | Polka Dot Printed Red Top and Short,229,-62%,https://www.amazon.in/FANY-Clothing-Polka-Printed-Short/dp/B0C57HC5DY/ref=sr_1_76?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-76
LuvLap Half Sleeve Girls Top,149,-25%,https://www.amazon.in/LuvLap-Infants-Toddlers-Clothes-Clothing/dp/B0C9WZ3X4G/ref=sr_1_74?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-74
Kwitchy Boys Sleeveless T-shirt & Shorts Set Cotton Clothing For Baby Boys & Baby Girls (Pack of 5),949,-50%,https://www.amazon.in/Kwitchy-Sleeveless-T-Shirt-Shorts-Clothing/dp/B0C395JY5R/ref=sr_1_73?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-73
Hopscotch Girls Polyester Text Print Onesies with Headband in Peach Color,959,-4%,https://www.amazon.in/Hopscotch-Polyester-Onesies-Headband-LJS-4105696/dp/B0BN2BL2XS/ref=sr_1_70_sspa?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-70-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1
LuvLap Girls Baby and Toddler Top Set,359,-34%,https://www.amazon.in/LuvLap-Infants-Toddlers-Multicolour-Clothing/dp/B0CVN1XQQD/ref=sr_1_67?dib=eyJ2IjoiMSJ9.1jNpwAe6H5648DcD8_rov8xHiMoDFAXnqk1eQJeTXpDfxIH8lFAZ4Odk5lLkvxiX_CTrw-7OZpEOZGvNm7yk_EI9z30U_EKCjvxOZHsubfzLf2ZtSM5EAKdTjK6-ea_QbvDIurg-luU8e_wwtJ9I806zdrpP3dApy9mg1W7vlVmEgXUfE3OOpyu7g7tEEc4VH2UFA-4uJfzH4NjfvruRaexdA2QWs3O1lSy9jhp-8DOHBxx1eA77nJQoTEJEZpfX9OdjePNz-BP9QGuo0KA8rSA7mQiagu44TYrj1au_tyg.JMp-J9O0vmYFxtPR-0AHHthPuup1yfnajxXrcUA_8c4&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&qid=1715329535&sr=8-67
"NammaBaby Premium Baby Girls Short Sleeves Frock Dress. Frock, Round Neck Frock with Swing Tie, Rose Print Pattern Frill Frock, Pack of 1, 100% Cotton Frock",392,-61%,https://www.amazon.in/NammaBaby-Premium-Sleeves-Pattern-Cotton/dp/B08633GTFK/ref=sxbs_pa_sp_search_thematic_btf_sspa?content-id=amzn1.sym.e2faeae3-5951-42bc-a1a4-e628c23c9e02%3Aamzn1.sym.e2faeae3-5951-42bc-a1a4-e628c23c9e02&cv_ct_cx=baby+clothes+for+girls+6-12+month&dib=eyJ2IjoiMSJ9.BAEiNExpSQ1_BJhyQX-wLFtflPvG9stIQBWKbugO_XBOWKTCjXoqBRmq1X-GOXl24-dr27k2WPv2CKn90ZZLUg.cKDCIrFCI3E48PJ8HDMPPj1rP73W7I3JxiaQni9AxLc&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&pd_rd_i=B08633GTFK&pd_rd_r=cfb23e35-b88e-45f9-b158-c1fa2a0ef06f&pd_rd_w=JsFkJ&pd_rd_wg=S5WEx&pf_rd_p=e2faeae3-5951-42bc-a1a4-e628c23c9e02&pf_rd_r=045R5EX9T1S30AGHPV6H&qid=1715329535&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-5-2907eac4-8056-42c7-8014-fdf7bd4c5395-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm&psc=1
"LuvLap Half Sleeve Girls Top & Shorts Sets, For Baby, Infants & Toddlers, 100% Cotton, Baby Girl Dress, Baby Girl Clothes, Kids Clothing, Pack Of 1, 3 to 6 months",169,-40%,https://www.amazon.in/LuvLap-Infants-Toddlers-Clothes-Clothing/dp/B0C3QX381S/ref=sxbs_pa_sp_search_thematic_btf_sspa?content-id=amzn1.sym.e2faeae3-5951-42bc-a1a4-e628c23c9e02%3Aamzn1.sym.e2faeae3-5951-42bc-a1a4-e628c23c9e02&cv_ct_cx=baby+clothes+for+girls+6-12+month&dib=eyJ2IjoiMSJ9.BAEiNExpSQ1_BJhyQX-wLFtflPvG9stIQBWKbugO_XBOWKTCjXoqBRmq1X-GOXl24-dr27k2WPv2CKn90ZZLUg.cKDCIrFCI3E48PJ8HDMPPj1rP73W7I3JxiaQni9AxLc&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&pd_rd_i=B0C3QX381S&pd_rd_r=cfb23e35-b88e-45f9-b158-c1fa2a0ef06f&pd_rd_w=JsFkJ&pd_rd_wg=S5WEx&pf_rd_p=e2faeae3-5951-42bc-a1a4-e628c23c9e02&pf_rd_r=045R5EX9T1S30AGHPV6H&qid=1715329535&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-4-2907eac4-8056-42c7-8014-fdf7bd4c5395-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm&psc=1
PW PLATYPUS WORLD Women's Knee Length A-Line Dress,474,-64%,https://www.amazon.in/PW-PLATYPUS-WORLD-Cotton-Yellow/dp/B09YYW7CZS/ref=sxbs_pa_sp_search_thematic_btf_sspa?content-id=amzn1.sym.e2faeae3-5951-42bc-a1a4-e628c23c9e02%3Aamzn1.sym.e2faeae3-5951-42bc-a1a4-e628c23c9e02&cv_ct_cx=baby+clothes+for+girls+6-12+month&dib=eyJ2IjoiMSJ9.BAEiNExpSQ1_BJhyQX-wLFtflPvG9stIQBWKbugO_XBOWKTCjXoqBRmq1X-GOXl24-dr27k2WPv2CKn90ZZLUg.cKDCIrFCI3E48PJ8HDMPPj1rP73W7I3JxiaQni9AxLc&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&pd_rd_i=B09YYW7CZS&pd_rd_r=cfb23e35-b88e-45f9-b158-c1fa2a0ef06f&pd_rd_w=JsFkJ&pd_rd_wg=S5WEx&pf_rd_p=e2faeae3-5951-42bc-a1a4-e628c23c9e02&pf_rd_r=045R5EX9T1S30AGHPV6H&qid=1715329535&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-3-2907eac4-8056-42c7-8014-fdf7bd4c5395-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm&psc=1
"NammaBaby Premium Baby Girls Frock Dress, Dungaree Style Frock - Pack of 1",379,-62%,https://www.amazon.in/NammaBaby-Premium-Girls-Sleeves-Dungaree/dp/B08639PX2W/ref=sxbs_pa_sp_search_thematic_btf_sspa?content-id=amzn1.sym.e2faeae3-5951-42bc-a1a4-e628c23c9e02%3Aamzn1.sym.e2faeae3-5951-42bc-a1a4-e628c23c9e02&cv_ct_cx=baby+clothes+for+girls+6-12+month&dib=eyJ2IjoiMSJ9.BAEiNExpSQ1_BJhyQX-wLFtflPvG9stIQBWKbugO_XBOWKTCjXoqBRmq1X-GOXl24-dr27k2WPv2CKn90ZZLUg.cKDCIrFCI3E48PJ8HDMPPj1rP73W7I3JxiaQni9AxLc&dib_tag=se&keywords=baby+clothes+for+girls+6-12+month&pd_rd_i=B08639PX2W&pd_rd_r=cfb23e35-b88e-45f9-b158-c1fa2a0ef06f&pd_rd_w=JsFkJ&pd_rd_wg=S5WEx&pf_rd_p=e2faeae3-5951-42bc-a1a4-e628c23c9e02&pf_rd_r=045R5EX9T1S30AGHPV6H&qid=1715329535&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-2-2907eac4-8056-42c7-8014-fdf7bd4c5395-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm&psc=1
