title,price,savings_per,product_link
"Lapster Speedo Design Gaming Mouse pad, Non-Slip Rubber Base Mouse Pad, with Antifray Stitched Embroidery Edges (220X190X3MM)",99,-90%,https://www.amazon.in/Non-Slip-Antifray-Stitched-Embroidery-220X190X3MM/dp/B0CHWP5H4G/ref=sr_1_248?dib=eyJ2IjoiMSJ9.wpfyeyjiCZaN8SMcI_peA19KxPIpLCP1GXqlkZ6MVtI1zeGa3pQ9ve7G7U-iLy_a-89KpL9nxTb2aH8nWP75fBn1xgPAAdbvNMphoG8tzIWBZyiBUqofLxXVLHV9hSK-kGA_ExrmRAqa_fFKYf9RnMou7qnU05yAFdzDMBUpqSHLhpXzLmK3QoVCQQtiWk91tbmQ6qcBVnGUuRUQAUpBsumMveZuNxOVXEGko0TjiCc.qXtpBUvlUJB7Tg8Lk-ONdDsodrv752dcbN8LlGUE3xU&dib_tag=se&keywords=mouse&qid=1715327607&sr=8-248
"Tukzer Gel Mouse Pad Wrist Rest Memory-Foam Ergonomic Mousepad| Cushion Wrist Support & Pain Relief| Suitable for Gaming, Computer, Laptop, Home & Office Non-Slip Rubber Base (Grey)",425,-53%,https://www.amazon.in/Tukzer-Memory-Foam-Ergonomic-Mousepad-Suitable/dp/B08WLYTWTW/ref=sr_1_247?dib=eyJ2IjoiMSJ9.wpfyeyjiCZaN8SMcI_peA19KxPIpLCP1GXqlkZ6MVtI1zeGa3pQ9ve7G7U-iLy_a-89KpL9nxTb2aH8nWP75fBn1xgPAAdbvNMphoG8tzIWBZyiBUqofLxXVLHV9hSK-kGA_ExrmRAqa_fFKYf9RnMou7qnU05yAFdzDMBUpqSHLhpXzLmK3QoVCQQtiWk91tbmQ6qcBVnGUuRUQAUpBsumMveZuNxOVXEGko0TjiCc.qXtpBUvlUJB7Tg8Lk-ONdDsodrv752dcbN8LlGUE3xU&dib_tag=se&keywords=mouse&qid=1715327607&sr=8-247
STRIFF Extended Size (800 mm x 300 mm x 2 mm) Gaming Mouse Pad| Stitched Edges| Non-Slip Rubber Base|Computer Laptop|Keyboard Mouse Pad for Office & Home (Divine Blue),199,-86%,https://www.amazon.in/STRIFF-Extended-Stitched-Non-Slip-Computer/dp/B0BVB85BYQ/ref=sr_1_246?dib=eyJ2IjoiMSJ9.wpfyeyjiCZaN8SMcI_peA19KxPIpLCP1GXqlkZ6MVtI1zeGa3pQ9ve7G7U-iLy_a-89KpL9nxTb2aH8nWP75fBn1xgPAAdbvNMphoG8tzIWBZyiBUqofLxXVLHV9hSK-kGA_ExrmRAqa_fFKYf9RnMou7qnU05yAFdzDMBUpqSHLhpXzLmK3QoVCQQtiWk91tbmQ6qcBVnGUuRUQAUpBsumMveZuNxOVXEGko0TjiCc.qXtpBUvlUJB7Tg8Lk-ONdDsodrv752dcbN8LlGUE3xU&dib_tag=se&keywords=mouse&qid=1715327607&sr=8-246
Amazon Basics USB Wireless Keyboard and Mouse Set with Nano Receiver,659,-53%,https://www.amazon.in/Amazon-Basics-Wireless-Keyboard-Receiver/dp/B0BT7D6KPR/ref=sr_1_244?dib=eyJ2IjoiMSJ9.wpfyeyjiCZaN8SMcI_peA19KxPIpLCP1GXqlkZ6MVtI1zeGa3pQ9ve7G7U-iLy_a-89KpL9nxTb2aH8nWP75fBn1xgPAAdbvNMphoG8tzIWBZyiBUqofLxXVLHV9hSK-kGA_ExrmRAqa_fFKYf9RnMou7qnU05yAFdzDMBUpqSHLhpXzLmK3QoVCQQtiWk91tbmQ6qcBVnGUuRUQAUpBsumMveZuNxOVXEGko0TjiCc.qXtpBUvlUJB7Tg8Lk-ONdDsodrv752dcbN8LlGUE3xU&dib_tag=se&keywords=mouse&qid=1715327607&sr=8-244
"Sounce Mouse Pad, Ergonomic Mouse Pad with Comfortable Gel Wrist Rest Support and Lycra Cloth, Non-Slip PU Base for Easy Typing Pain Relief, Durable and Washable, Classic (Black)",149,-63%,https://www.amazon.in/Sounce-Ergonomic-Comfortable-Non-Slip-Washable/dp/B0BSNRF2MZ/ref=sr_1_243?dib=eyJ2IjoiMSJ9.wpfyeyjiCZaN8SMcI_peA19KxPIpLCP1GXqlkZ6MVtI1zeGa3pQ9ve7G7U-iLy_a-89KpL9nxTb2aH8nWP75fBn1xgPAAdbvNMphoG8tzIWBZyiBUqofLxXVLHV9hSK-kGA_ExrmRAqa_fFKYf9RnMou7qnU05yAFdzDMBUpqSHLhpXzLmK3QoVCQQtiWk91tbmQ6qcBVnGUuRUQAUpBsumMveZuNxOVXEGko0TjiCc.qXtpBUvlUJB7Tg8Lk-ONdDsodrv752dcbN8LlGUE3xU&dib_tag=se&keywords=mouse&qid=1715327607&sr=8-243
"Portronics Toad 31 Wireless Mouse with 2.4 GHz Connectivity, USB Receiver, 10m Working Distance, Ergonomic Design, Auto Power Saving, Adjustable DPI for Laptop & PC (Black)",298,-63%,https://www.amazon.in/Portronics-Wireless-Connectivity-Ergonomic-Adjustable/dp/B0CM3KQ4RS/ref=sr_1_242_sspa?dib=eyJ2IjoiMSJ9.wpfyeyjiCZaN8SMcI_peA19KxPIpLCP1GXqlkZ6MVtI1zeGa3pQ9ve7G7U-iLy_a-89KpL9nxTb2aH8nWP75fBn1xgPAAdbvNMphoG8tzIWBZyiBUqofLxXVLHV9hSK-kGA_ExrmRAqa_fFKYf9RnMou7qnU05yAFdzDMBUpqSHLhpXzLmK3QoVCQQtiWk91tbmQ6qcBVnGUuRUQAUpBsumMveZuNxOVXEGko0TjiCc.qXtpBUvlUJB7Tg8Lk-ONdDsodrv752dcbN8LlGUE3xU&dib_tag=se&keywords=mouse&qid=1715327607&sr=8-242-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1
"Portronics Toad One Bluetooth Mouse with 2.4 GHz & BT 5.3 Dual Wireless, 6 Buttons, Rechargeable, RGB Lights, Connect 3 Devices, Ergonomic Design for Laptop, Smartphone, Tablet (Black)",646,-57%,https://www.amazon.in/Portronics-Wireless-Bluetooth-Connectivity-Rechargeable/dp/B0BG8LZNYL/ref=sr_1_241_sspa?dib=eyJ2IjoiMSJ9.wpfyeyjiCZaN8SMcI_peA19KxPIpLCP1GXqlkZ6MVtI1zeGa3pQ9ve7G7U-iLy_a-89KpL9nxTb2aH8nWP75fBn1xgPAAdbvNMphoG8tzIWBZyiBUqofLxXVLHV9hSK-kGA_ExrmRAqa_fFKYf9RnMou7qnU05yAFdzDMBUpqSHLhpXzLmK3QoVCQQtiWk91tbmQ6qcBVnGUuRUQAUpBsumMveZuNxOVXEGko0TjiCc.qXtpBUvlUJB7Tg8Lk-ONdDsodrv752dcbN8LlGUE3xU&dib_tag=se&keywords=mouse&qid=1715327607&sr=8-241-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1
"HP X1000 Wired USB Mouse with 3 Handy Buttons, Fast-Moving Scroll Wheel and Optical Sensor works on most Surfaces, 3 years warranty",279,-57%,https://www.amazon.in/HP-X1000-Wired-Mouse-Black/dp/B009VCGPSY/ref=sr_1_277_sspa?dib=eyJ2IjoiMSJ9.OrSJiYGoR7IBscZIQqbFclg9VOVkpjmzMA5y4PZdwToEBUDeOauSWOqxtqttyX8DHFCS1nXlWGFy9XoXAif1SaShOHvjYu6rMVzt9_5GRYDVcFBXEEgy_tqqSLQqWEwy15yRQdDHfOyrvLZhouNT8z2LxD0FWc7EVdXJnGm2ULN5GfayrRw05LKZfRQlYJxbKn8kUKkO7ydhnX2zrsnfieHSswyzYMk-WzkV41uNy3c.RMOv-AL7YkYi_2Kes51qpEoOeq-skvvoLzQ5MX5Embs&dib_tag=se&keywords=mouse&qid=1715327606&sr=8-277-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1
"Ambrane Honeycomb Design Wired Gaming Mouse with 6 Programmable Buttons, 4-Speed Customizable 3600 DPI, Comfortable Grip, 7 Colors Breathing LED Light, 1.5m Long Cable, Lightweight (TroneX, Black)",299,-67%,https://www.amazon.in/Ambrane-Programmable-Customizable-Comfortable-Lightweight/dp/B0CDL4PM22/ref=sr_1_276?dib=eyJ2IjoiMSJ9.OrSJiYGoR7IBscZIQqbFclg9VOVkpjmzMA5y4PZdwToEBUDeOauSWOqxtqttyX8DHFCS1nXlWGFy9XoXAif1SaShOHvjYu6rMVzt9_5GRYDVcFBXEEgy_tqqSLQqWEwy15yRQdDHfOyrvLZhouNT8z2LxD0FWc7EVdXJnGm2ULN5GfayrRw05LKZfRQlYJxbKn8kUKkO7ydhnX2zrsnfieHSswyzYMk-WzkV41uNy3c.RMOv-AL7YkYi_2Kes51qpEoOeq-skvvoLzQ5MX5Embs&dib_tag=se&keywords=mouse&qid=1715327606&sr=8-276
"TAG WM100 Wireless Mouse With Optical Sensor, 2.4GHz High Precision USB Receiver Supporting Upto 10 Meters Reliable Wireless Range, Plug & Play Usage Compatible With PC/Laptop/Mac/Linux/Windows (Grey)",225,-55%,https://www.amazon.in/TAG-Precision-Wireless-Compatible-Chromebook/dp/B0BRY5RPQQ/ref=sr_1_275?dib=eyJ2IjoiMSJ9.OrSJiYGoR7IBscZIQqbFclg9VOVkpjmzMA5y4PZdwToEBUDeOauSWOqxtqttyX8DHFCS1nXlWGFy9XoXAif1SaShOHvjYu6rMVzt9_5GRYDVcFBXEEgy_tqqSLQqWEwy15yRQdDHfOyrvLZhouNT8z2LxD0FWc7EVdXJnGm2ULN5GfayrRw05LKZfRQlYJxbKn8kUKkO7ydhnX2zrsnfieHSswyzYMk-WzkV41uNy3c.RMOv-AL7YkYi_2Kes51qpEoOeq-skvvoLzQ5MX5Embs&dib_tag=se&keywords=mouse&qid=1715327606&sr=8-275
"Zebronics Zeb-AKO Wireless Mouse, 2.4GHz with USB Nano Receiver, High Precision Optical Tracking, 3 Buttons, Silent Clicks, Plug & Play, for PC/Mac/Laptop (Black)",299,-70%,https://www.amazon.in/ZEBRONICS-Wireless-Receiver-Precision-Tracking/dp/B09CDNRKWD/ref=sr_1_274?dib=eyJ2IjoiMSJ9.OrSJiYGoR7IBscZIQqbFclg9VOVkpjmzMA5y4PZdwToEBUDeOauSWOqxtqttyX8DHFCS1nXlWGFy9XoXAif1SaShOHvjYu6rMVzt9_5GRYDVcFBXEEgy_tqqSLQqWEwy15yRQdDHfOyrvLZhouNT8z2LxD0FWc7EVdXJnGm2ULN5GfayrRw05LKZfRQlYJxbKn8kUKkO7ydhnX2zrsnfieHSswyzYMk-WzkV41uNy3c.RMOv-AL7YkYi_2Kes51qpEoOeq-skvvoLzQ5MX5Embs&dib_tag=se&keywords=mouse&qid=1715327606&sr=8-274
"Tizum Mouse Bungee, Mouse Cable Holder,Spring Arm with Cable Clip, Heavy Non-Slip Base, Cable Management (Black)",299,-77%,https://www.amazon.in/Flexible-Drag-Free-Management-Accessories-Non-Slip/dp/B0B7B9JJCD/ref=sr_1_273?dib=eyJ2IjoiMSJ9.OrSJiYGoR7IBscZIQqbFclg9VOVkpjmzMA5y4PZdwToEBUDeOauSWOqxtqttyX8DHFCS1nXlWGFy9XoXAif1SaShOHvjYu6rMVzt9_5GRYDVcFBXEEgy_tqqSLQqWEwy15yRQdDHfOyrvLZhouNT8z2LxD0FWc7EVdXJnGm2ULN5GfayrRw05LKZfRQlYJxbKn8kUKkO7ydhnX2zrsnfieHSswyzYMk-WzkV41uNy3c.RMOv-AL7YkYi_2Kes51qpEoOeq-skvvoLzQ5MX5Embs&dib_tag=se&keywords=mouse&qid=1715327606&sr=8-273
"Sounce Ergonomic Mouse Pad, Non-Slip, Anti-Skid, Waterproof, Splash-Proof Precision Tracking, Durable, Suitable for Gaming, Computer, Laptop, Home & Office (9.8 X 8.2 Inch Black).",99,-67%,https://www.amazon.in/Sounce-Ergonomic-Anti-Skid-Waterproof-Splash-Proof/dp/B0C5WY846P/ref=sr_1_272?dib=eyJ2IjoiMSJ9.OrSJiYGoR7IBscZIQqbFclg9VOVkpjmzMA5y4PZdwToEBUDeOauSWOqxtqttyX8DHFCS1nXlWGFy9XoXAif1SaShOHvjYu6rMVzt9_5GRYDVcFBXEEgy_tqqSLQqWEwy15yRQdDHfOyrvLZhouNT8z2LxD0FWc7EVdXJnGm2ULN5GfayrRw05LKZfRQlYJxbKn8kUKkO7ydhnX2zrsnfieHSswyzYMk-WzkV41uNy3c.RMOv-AL7YkYi_2Kes51qpEoOeq-skvvoLzQ5MX5Embs&dib_tag=se&keywords=mouse&qid=1715327606&sr=8-272
"Portronics Toad 31 Wireless Mouse with 2.4 GHz Connectivity, USB Receiver, 10m Working Distance, Ergonomic Design, Auto Power Saving, Adjustable DPI for Laptop & PC (Blue)",298,-63%,https://www.amazon.in/Portronics-Wireless-Connectivity-Ergonomic-Adjustable/dp/B0CM3QNHF4/ref=sr_1_271?dib=eyJ2IjoiMSJ9.OrSJiYGoR7IBscZIQqbFclg9VOVkpjmzMA5y4PZdwToEBUDeOauSWOqxtqttyX8DHFCS1nXlWGFy9XoXAif1SaShOHvjYu6rMVzt9_5GRYDVcFBXEEgy_tqqSLQqWEwy15yRQdDHfOyrvLZhouNT8z2LxD0FWc7EVdXJnGm2ULN5GfayrRw05LKZfRQlYJxbKn8kUKkO7ydhnX2zrsnfieHSswyzYMk-WzkV41uNy3c.RMOv-AL7YkYi_2Kes51qpEoOeq-skvvoLzQ5MX5Embs&dib_tag=se&keywords=mouse&qid=1715327606&sr=8-271
"Logitech MX Anywhere 3S Compact Wireless Mouse, Fast Scrolling, 8K DPI Any-Surface Tracking, Quiet Clicks, Programmable Buttons, USB C, Bluetooth, Windows PC, Linux, Chrome, Mac - Graphite","5,999",-35%,https://www.amazon.in/Logitech-Scrolling-Any-Surface-Programmable-Bluetooth/dp/B0C6K2DH73/ref=sr_1_270?dib=eyJ2IjoiMSJ9.OrSJiYGoR7IBscZIQqbFclg9VOVkpjmzMA5y4PZdwToEBUDeOauSWOqxtqttyX8DHFCS1nXlWGFy9XoXAif1SaShOHvjYu6rMVzt9_5GRYDVcFBXEEgy_tqqSLQqWEwy15yRQdDHfOyrvLZhouNT8z2LxD0FWc7EVdXJnGm2ULN5GfayrRw05LKZfRQlYJxbKn8kUKkO7ydhnX2zrsnfieHSswyzYMk-WzkV41uNy3c.RMOv-AL7YkYi_2Kes51qpEoOeq-skvvoLzQ5MX5Embs&dib_tag=se&keywords=mouse&qid=1715327606&sr=8-270
Razer Deathadder V3 Wired Gaming Mouse Ultra Lightweight Focus Pro 30K Fast Optical Switches Gen-3-8K Hz Hyperpolling - 6 Programmable Buttons - Ergonomic- Black-Rz01-04640100-R3M1,"5,550",-57%,https://www.amazon.in/Razer-Deathadder-Lightweight-Switches-Hyperpolling/dp/B09ZLTV8B3/ref=sr_1_269?dib=eyJ2IjoiMSJ9.OrSJiYGoR7IBscZIQqbFclg9VOVkpjmzMA5y4PZdwToEBUDeOauSWOqxtqttyX8DHFCS1nXlWGFy9XoXAif1SaShOHvjYu6rMVzt9_5GRYDVcFBXEEgy_tqqSLQqWEwy15yRQdDHfOyrvLZhouNT8z2LxD0FWc7EVdXJnGm2ULN5GfayrRw05LKZfRQlYJxbKn8kUKkO7ydhnX2zrsnfieHSswyzYMk-WzkV41uNy3c.RMOv-AL7YkYi_2Kes51qpEoOeq-skvvoLzQ5MX5Embs&dib_tag=se&keywords=mouse&qid=1715327606&sr=8-269
"Portronics Toad III Wireless Mouse with Bluetooth & 2.4 GHz Dual Connectivity, Rechargeable, 6 Buttons, Adjustable DPI, Silicon Grip & Ergonomic Design for PC, Laptop, Mac (Black)",578,-42%,https://www.amazon.in/Portronics-Bluetooth-Connectivity-Rechargeable-Adjustable/dp/B0CH1CFNVT/ref=sr_1_268_sspa?dib=eyJ2IjoiMSJ9.OrSJiYGoR7IBscZIQqbFclg9VOVkpjmzMA5y4PZdwToEBUDeOauSWOqxtqttyX8DHFCS1nXlWGFy9XoXAif1SaShOHvjYu6rMVzt9_5GRYDVcFBXEEgy_tqqSLQqWEwy15yRQdDHfOyrvLZhouNT8z2LxD0FWc7EVdXJnGm2ULN5GfayrRw05LKZfRQlYJxbKn8kUKkO7ydhnX2zrsnfieHSswyzYMk-WzkV41uNy3c.RMOv-AL7YkYi_2Kes51qpEoOeq-skvvoLzQ5MX5Embs&dib_tag=se&keywords=mouse&qid=1715327606&sr=8-268-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1
"Portronics Toad 32 Wireless Mouse with 6 Buttons, 2.4 GHz Connectivity, 10m Working Range, Ergonomic Design, Adjustable Optical DPI, Auto Power Saving, for Laptop & PC (Black)",398,-60%,https://www.amazon.in/Portronics-Wireless-Connectivity-Ergonomic-Adjustable/dp/B0CMTDSW16/ref=sr_1_267_sspa?dib=eyJ2IjoiMSJ9.OrSJiYGoR7IBscZIQqbFclg9VOVkpjmzMA5y4PZdwToEBUDeOauSWOqxtqttyX8DHFCS1nXlWGFy9XoXAif1SaShOHvjYu6rMVzt9_5GRYDVcFBXEEgy_tqqSLQqWEwy15yRQdDHfOyrvLZhouNT8z2LxD0FWc7EVdXJnGm2ULN5GfayrRw05LKZfRQlYJxbKn8kUKkO7ydhnX2zrsnfieHSswyzYMk-WzkV41uNy3c.RMOv-AL7YkYi_2Kes51qpEoOeq-skvvoLzQ5MX5Embs&dib_tag=se&keywords=mouse&qid=1715327606&sr=8-267-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1
"Ant Esports GM80 USB RGB Wired 6 Programmable Buttons, 3200 DPI Adjustable, Optical Gamer Gaming Mice Gaming Mouse with Multicolour LED Lights - Black",279,-75%,https://www.amazon.in/Ant-Esports-GM80-Programmable-Multicolour/dp/B09ZPP26WG/ref=sr_1_266?dib=eyJ2IjoiMSJ9.OrSJiYGoR7IBscZIQqbFclg9VOVkpjmzMA5y4PZdwToEBUDeOauSWOqxtqttyX8DHFCS1nXlWGFy9XoXAif1SaShOHvjYu6rMVzt9_5GRYDVcFBXEEgy_tqqSLQqWEwy15yRQdDHfOyrvLZhouNT8z2LxD0FWc7EVdXJnGm2ULN5GfayrRw05LKZfRQlYJxbKn8kUKkO7ydhnX2zrsnfieHSswyzYMk-WzkV41uNy3c.RMOv-AL7YkYi_2Kes51qpEoOeq-skvvoLzQ5MX5Embs&dib_tag=se&keywords=mouse&qid=1715327606&sr=8-266
Dell MS5120W-Titan Grey Pro Wireless Dual Connectivity Mouse (Bluetooth 5.0/Wireless 2.4G) with Programmable Button and 3Y Advance Exchange Warranty,"2,409",-35%,https://www.amazon.in/Dell-Mobile-Wireless-Mouse-MS5120W/dp/B088KM4WHG/ref=sr_1_265?dib=eyJ2IjoiMSJ9.OrSJiYGoR7IBscZIQqbFclg9VOVkpjmzMA5y4PZdwToEBUDeOauSWOqxtqttyX8DHFCS1nXlWGFy9XoXAif1SaShOHvjYu6rMVzt9_5GRYDVcFBXEEgy_tqqSLQqWEwy15yRQdDHfOyrvLZhouNT8z2LxD0FWc7EVdXJnGm2ULN5GfayrRw05LKZfRQlYJxbKn8kUKkO7ydhnX2zrsnfieHSswyzYMk-WzkV41uNy3c.RMOv-AL7YkYi_2Kes51qpEoOeq-skvvoLzQ5MX5Embs&dib_tag=se&keywords=mouse&qid=1715327606&sr=8-265
"Portronics Toad 25 Wireless Mouse, 2.4 GHz with USB Nano Dongle, 1200 DPI Optical Tracking, Ambidextrous for PC, MacBook, Laptop (Red)",332,-45%,https://www.amazon.in/Portronics-Wireless-Resolution-Orientation-Desktops/dp/B0BB24FVMZ/ref=sr_1_264?dib=eyJ2IjoiMSJ9.OrSJiYGoR7IBscZIQqbFclg9VOVkpjmzMA5y4PZdwToEBUDeOauSWOqxtqttyX8DHFCS1nXlWGFy9XoXAif1SaShOHvjYu6rMVzt9_5GRYDVcFBXEEgy_tqqSLQqWEwy15yRQdDHfOyrvLZhouNT8z2LxD0FWc7EVdXJnGm2ULN5GfayrRw05LKZfRQlYJxbKn8kUKkO7ydhnX2zrsnfieHSswyzYMk-WzkV41uNy3c.RMOv-AL7YkYi_2Kes51qpEoOeq-skvvoLzQ5MX5Embs&dib_tag=se&keywords=mouse&qid=1715327606&sr=8-264
"Razer Naga V2 Pro Wireless Gaming Mouse: Interchangeable Side Plate w/2, 6, 12 Button Configurations- Focus+ 20K DPI Optical Sensor- Fastest Gaming Mouse Switch- Chroma RGB Lighting-RZ01-04400100-R3A1","12,999",-59%,https://www.amazon.in/Razer-Wireless-Gaming-Mouse-Lighting-RZ01-04400100-R3A1/dp/B0BW414LJL/ref=sr_1_263?dib=eyJ2IjoiMSJ9.OrSJiYGoR7IBscZIQqbFclg9VOVkpjmzMA5y4PZdwToEBUDeOauSWOqxtqttyX8DHFCS1nXlWGFy9XoXAif1SaShOHvjYu6rMVzt9_5GRYDVcFBXEEgy_tqqSLQqWEwy15yRQdDHfOyrvLZhouNT8z2LxD0FWc7EVdXJnGm2ULN5GfayrRw05LKZfRQlYJxbKn8kUKkO7ydhnX2zrsnfieHSswyzYMk-WzkV41uNy3c.RMOv-AL7YkYi_2Kes51qpEoOeq-skvvoLzQ5MX5Embs&dib_tag=se&keywords=mouse&qid=1715327606&sr=8-263
"VERITY Edge Gaming Mouse, High-Performance Wired Mouse with Adjustable DPI Range from 1200 to 3600, Lightweight & Durable RGB Mouse with Programmable Buttons, Gaming Mouse with Optical Sensor.",299,-85%,https://www.amazon.in/VERITY-RGB-Gaming-Mouse-Adjustable/dp/B0D15RTYLB/ref=sr_1_262?dib=eyJ2IjoiMSJ9.OrSJiYGoR7IBscZIQqbFclg9VOVkpjmzMA5y4PZdwToEBUDeOauSWOqxtqttyX8DHFCS1nXlWGFy9XoXAif1SaShOHvjYu6rMVzt9_5GRYDVcFBXEEgy_tqqSLQqWEwy15yRQdDHfOyrvLZhouNT8z2LxD0FWc7EVdXJnGm2ULN5GfayrRw05LKZfRQlYJxbKn8kUKkO7ydhnX2zrsnfieHSswyzYMk-WzkV41uNy3c.RMOv-AL7YkYi_2Kes51qpEoOeq-skvvoLzQ5MX5Embs&dib_tag=se&keywords=mouse&qid=1715327606&sr=8-262
"Logitech MX Master 3S - Wireless Performance Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, USB-C, Bluetooth, Windows, Linux, Chrome-Pale Grey","8,995",-28%,https://www.amazon.in/Logitech-MX-Master-3S-Performance/dp/B0B115YKL5/ref=sr_1_261?dib=eyJ2IjoiMSJ9.OrSJiYGoR7IBscZIQqbFclg9VOVkpjmzMA5y4PZdwToEBUDeOauSWOqxtqttyX8DHFCS1nXlWGFy9XoXAif1SaShOHvjYu6rMVzt9_5GRYDVcFBXEEgy_tqqSLQqWEwy15yRQdDHfOyrvLZhouNT8z2LxD0FWc7EVdXJnGm2ULN5GfayrRw05LKZfRQlYJxbKn8kUKkO7ydhnX2zrsnfieHSswyzYMk-WzkV41uNy3c.RMOv-AL7YkYi_2Kes51qpEoOeq-skvvoLzQ5MX5Embs&dib_tag=se&keywords=mouse&qid=1715327606&sr=8-261
"Logitech Signature M550 Wireless Mouse - for Small to Medium Sized Hands, 2-Year Battery, Silent Clicks, Bluetooth, Multi-Device Compatibility","1,999",-33%,https://www.amazon.in/Logitech-Signature-M550-Wireless-Mouse/dp/B0CHYR259S/ref=sr_1_260?dib=eyJ2IjoiMSJ9.OrSJiYGoR7IBscZIQqbFclg9VOVkpjmzMA5y4PZdwToEBUDeOauSWOqxtqttyX8DHFCS1nXlWGFy9XoXAif1SaShOHvjYu6rMVzt9_5GRYDVcFBXEEgy_tqqSLQqWEwy15yRQdDHfOyrvLZhouNT8z2LxD0FWc7EVdXJnGm2ULN5GfayrRw05LKZfRQlYJxbKn8kUKkO7ydhnX2zrsnfieHSswyzYMk-WzkV41uNy3c.RMOv-AL7YkYi_2Kes51qpEoOeq-skvvoLzQ5MX5Embs&dib_tag=se&keywords=mouse&qid=1715327606&sr=8-260
MATRIX KM-100 USB Optical Mouse,180,-10%,https://www.amazon.in/Matrix-KM-100-USB-Optical-Mouse/dp/B09Z6HJG25/ref=sr_1_258_sspa?dib=eyJ2IjoiMSJ9.OrSJiYGoR7IBscZIQqbFclg9VOVkpjmzMA5y4PZdwToEBUDeOauSWOqxtqttyX8DHFCS1nXlWGFy9XoXAif1SaShOHvjYu6rMVzt9_5GRYDVcFBXEEgy_tqqSLQqWEwy15yRQdDHfOyrvLZhouNT8z2LxD0FWc7EVdXJnGm2ULN5GfayrRw05LKZfRQlYJxbKn8kUKkO7ydhnX2zrsnfieHSswyzYMk-WzkV41uNy3c.RMOv-AL7YkYi_2Kes51qpEoOeq-skvvoLzQ5MX5Embs&dib_tag=se&keywords=mouse&qid=1715327606&sr=8-258-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1
"ZEBRONICS Pulse Wireless Mouse, Multi Connectivity, Dual Bluetooth, for Mac, Laptop, Computer, Tablet, 2.4GHz, 1200 DPI, Comfortable & Lightweight (Black)",349,-42%,https://www.amazon.in/ZEBRONICS-Connectivity-Bluetooth-Comfortable-Lightweight/dp/B0CSPJ5CFH/ref=sr_1_257_sspa?dib=eyJ2IjoiMSJ9.OrSJiYGoR7IBscZIQqbFclg9VOVkpjmzMA5y4PZdwToEBUDeOauSWOqxtqttyX8DHFCS1nXlWGFy9XoXAif1SaShOHvjYu6rMVzt9_5GRYDVcFBXEEgy_tqqSLQqWEwy15yRQdDHfOyrvLZhouNT8z2LxD0FWc7EVdXJnGm2ULN5GfayrRw05LKZfRQlYJxbKn8kUKkO7ydhnX2zrsnfieHSswyzYMk-WzkV41uNy3c.RMOv-AL7YkYi_2Kes51qpEoOeq-skvvoLzQ5MX5Embs&dib_tag=se&keywords=mouse&qid=1715327606&sr=8-257-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1
"Verilux® Wireless Mouse Rechargeable, [Battery Level Visible] 3 Modes 2.4G & 3.0BT & 5.0BT Bluetooth Mouse for Laptop, 1600DPI Ergonomic Silent Mouse Wireless for Laptop Mac PC iPad(Grey)",799,-41%,https://www.amazon.in/Verilux%C2%AE-Wireless-Rechargeable-Bluetooth-Ergonomic/dp/B0CL3YP6C2/ref=sr_1_246_sspa?dib=eyJ2IjoiMSJ9.Ws0RSslU_a9-Ba8Kmtz8pU6mqtkPP3REZTqGOGvlWRXnUZ_v_b5tQYbRCa6_PPaZ89vnE6Gq2T_Aob7krLcuPEiPzUJqpz1dPcjSrN-bvLimnISci6IapyYHqAN8Xsp4Ga46c6_Ruoo2p8rVdxeGLzEXo46jQHRJpqaQjKS3pDAI4nppr7ahNRXSUWalwEINdcp4T8RCqjSeBg_sYSB-0HfCNPfJUMelRea29STcW_4.mjJe698RXRYwbkdKcAmumPQdcZiL86HQOkA_L74Sgq4&dib_tag=se&keywords=mouse&qid=1715327712&sr=8-246-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1
